Delhi, 44.171210422289136
Kolkata, 56.439326758799425
Mumbai, 18.06482614117893
Delhi, 24.21199811089117
Kolkata, 24.2243759352245
Mumbai, 26.73841348986327
Delhi, 47.83941004919163
Kolkata, 23.484125531394657
Mumbai, 0.5271035938603852
Delhi, 13.424646906800282
Kolkata, 21.89627102094986
Mumbai, 31.127631781707564
Delhi, 14.678637705521226
Kolkata, 33.07487126778038
Mumbai, 46.61635565284538
Delhi, 52.53021171452222
Kolkata, 22.70483092690338
Mumbai, 47.842379328419376
Delhi, 23.8694988663584
Kolkata, 47.658729146742026
Mumbai, 8.98599717605537
Delhi, 9.87817647083954
Kolkata, 39.94074465078383
Mumbai, 36.42489833739527
Delhi, 47.19390492001344
Kolkata, 9.973421453075566
Mumbai, 43.880938080303096
Delhi, 59.17063373904357
Mumbai, 42.36476702141533
Kolkata, 25.079509583848527
Delhi, 45.96456536742849
Mumbai, 43.065053102415824
Kolkata, 42.818909662420225
Delhi, 13.062651797008687
Mumbai, 8.949550739437143
Kolkata, 45.70452460085664
Delhi, 32.26350160700048
Mumbai, 31.416815820415607
Kolkata, 36.220420887608164
Delhi, 52.9024573288493
Mumbai, 22.37928410976754
Kolkata, 52.05379659021538
Delhi, 21.657983372499896
Kolkata, 57.63598591563954
Mumbai, 15.446681445187789
Delhi, 45.079708259792056
Kolkata, 36.21538225440321
Mumbai, 21.472204263671124
Delhi, 59.75937673646093
Kolkata, 48.61214972630441
Mumbai, 45.69209235648378
